Date,MealPeriod,RevenueCenterName,DayOfWeek,Month,Year,CheckTotal,is_zero,IslamicPeriod,IsRamadan,IsEid,IsPreRamadan,IsPostRamadan,IsLast10Ramadan,IsDSF,IsSummerEvent,IsWorldCup,IsNationalDay,IsNewYear,IsMarathon,IsGITEX,IsFilmFestival,IsAirshow,IsArtDubai,IsFoodFestival,IsPreEvent,IsPostEvent,TourismIntensity,RevenueImpact
2023-01-01,Breakfast,RevenueCenter_3,6,1,2023,0.0,1,New-Year-Celebrations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,High,Boost
2023-01-01,Dinner,RevenueCenter_3,6,1,2023,9441.9,0,New-Year-Celebrations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,High,Boost
2023-01-01,Lunch,RevenueCenter_3,6,1,2023,763.0,0,New-Year-Celebrations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,High,Boost
2023-01-02,Breakfast,RevenueCenter_3,0,1,2023,397.0,0,Post-New-Year-Celebrations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Normal,Neutral
2023-01-02,Dinner,RevenueCenter_3,0,1,2023,13231.9,0,Post-New-Year-Celebrations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Normal,Neutral
2023-01-02,Lunch,RevenueCenter_3,0,1,2023,546.0,0,Post-New-Year-Celebrations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Normal,Neutral
2023-01-03,Breakfast,RevenueCenter_3,1,1,2023,440.0,0,Post-New-Year-Celebrations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Normal,Neutral
2023-01-03,Dinner,RevenueCenter_3,1,1,2023,11712.55,0,Post-New-Year-Celebrations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Normal,Neutral
2023-01-03,Lunch,RevenueCenter_3,1,1,2023,693.0,0,Post-New-Year-Celebrations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Normal,Neutral
2023-01-04,Breakfast,RevenueCenter_3,2,1,2023,175.5,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,Neutral
2023-01-04,Dinner,RevenueCenter_3,2,1,2023,15118.3,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,Neutral
2023-01-04,Lunch,RevenueCenter_3,2,1,2023,839.5,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,Neutral
2023-01-05,Breakfast,RevenueCenter_3,3,1,2023,0.0,1,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,Neutral
2023-01-05,Dinner,RevenueCenter_3,3,1,2023,10966.25,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,Neutral
2023-01-05,Lunch,RevenueCenter_3,3,1,2023,707.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,Neutral
2023-01-06,Breakfast,RevenueCenter_3,4,1,2023,625.0,0,Pre-Dubai-Marathon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Normal,Neutral
2023-01-06,Dinner,RevenueCenter_3,4,1,2023,9824.25,0,Pre-Dubai-Marathon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Normal,Neutral
2023-01-06,Lunch,RevenueCenter_3,4,1,2023,1571.75,0,Pre-Dubai-Marathon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Normal,Neutral
2023-01-07,Breakfast,RevenueCenter_3,5,1,2023,0.0,1,Pre-Dubai-Marathon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Normal,Neutral
2023-01-07,Dinner,RevenueCenter_3,5,1,2023,11145.5,0,Pre-Dubai-Marathon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Normal,Neutral
2023-01-07,Lunch,RevenueCenter_3,5,1,2023,1019.0,0,Pre-Dubai-Marathon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Normal,Neutral
2023-01-08,Breakfast,RevenueCenter_3,6,1,2023,275.0,0,Dubai-Marathon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Normal,Neutral
2023-01-08,Dinner,RevenueCenter_3,6,1,2023,7681.5,0,Dubai-Marathon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Normal,Neutral
2023-01-08,Lunch,RevenueCenter_3,6,1,2023,1521.0,0,Dubai-Marathon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Normal,Neutral
2023-01-09,Breakfast,RevenueCenter_3,0,1,2023,50.0,0,Post-Dubai-Marathon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Normal,Neutral
2023-01-09,Dinner,RevenueCenter_3,0,1,2023,5989.0,0,Post-Dubai-Marathon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Normal,Neutral
2023-01-09,Lunch,RevenueCenter_3,0,1,2023,1062.5,0,Post-Dubai-Marathon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Normal,Neutral
2023-01-10,Breakfast,RevenueCenter_3,1,1,2023,570.0,0,Post-Dubai-Marathon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Normal,Neutral
2023-01-10,Dinner,RevenueCenter_3,1,1,2023,5949.0,0,Post-Dubai-Marathon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Normal,Neutral
2023-01-10,Lunch,RevenueCenter_3,1,1,2023,566.5,0,Post-Dubai-Marathon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Normal,Neutral
2023-01-11,Breakfast,RevenueCenter_3,2,1,2023,0.0,1,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,Neutral
